7, 4, 4, 9, 9, 9, 7, 9, 7, 6, 7, 6, 9, 0, 7, 8, 12, 5, 7, 9, 12, 2, 8, 8, 4, 9, 8, 9, 2, 8
5, 4, 3, 8, 2, 2, 6, 6, 6, 5, 5, 3, 2, 3, 0, 6, 7, 3, 10, 7, 9, 5, 1, 3, 5, 3, 7, 8, 5, 4
7, 5, 4, 9, 6, 3, 5, 9, 7, 6, 6, 3, 3, 5, 10, 0, 8, 4, 9, 8, 10, 6, 2, 4, 6, 7, 8, 9, 7, 8
4, 4, 1, 4, 6, 3, 6, 1, 2, 3, 6, 4, 3, 5, 9, 3, 0, 4, 6, 6, 7, 5, 2, 3, 6, 7, 8, 4, 7, 4
5, 7, 7, 12, 7, 7, 4, 9, 10, 9, 2, 4, 7, 6, 10, 6, 9, 0, 9, 6, 8, 5, 6, 6, 2, 4, 8, 9, 7, 5
9, 9, 7, 4, 10, 8, 8, 10, 7, 8, 8, 9, 8, 7, 8, 8, 9, 9, 0, 9, 10, 3, 7, 8, 11, 9, 9, 6, 9, 5
6, 2, 4, 8, 6, 3, 5, 5, 6, 6, 3, 4, 3, 5, 10, 5, 8, 4, 4, 0, 7, 6, 2, 4, 6, 7, 4, 5, 5, 8
4, 4, 5, 4, 6, 4, 5, 1, 2, 3, 3, 4, 4, 5, 9, 1, 8, 1, 10, 6, 0, 4, 3, 3, 3, 5, 8, 4, 7, 6
8, 9, 8, 10, 7, 7, 5, 7, 8, 9, 5, 8, 7, 8, 5, 7, 12, 8, 14, 10, 11, 0, 6, 8, 9, 7, 6, 7, 7, 8
5, 3, 2, 7, 4, 1, 5, 7, 5, 4, 4, 2, 1, 3, 8, 5, 6, 2, 10, 6, 8, 4, 0, 2, 4, 5, 6, 7, 5, 6
5, 1, 4, 9, 6, 3, 3, 6, 7, 6, 7, 7, 8, 5, 7, 7, 5, 6, 10, 8, 6, 2, 7, 0, 5, 7, 8, 9, 4, 8
4, 5, 8, 10, 6, 7, 5, 7, 8, 7, 3, 2, 8, 4, 11, 5, 9, 1, 10, 7, 9, 6, 7, 4, 0, 5, 6, 7, 5, 6
2, 4, 3, 8, 4, 3, 3, 6, 6, 5, 5, 6, 5, 2, 6, 7, 5, 6, 9, 8, 6, 4, 4, 4, 6, 0, 6, 7, 4, 1
4, 4, 4, 4, 4, 3, 1, 1, 2, 3, 6, 4, 3, 2, 7, 1, 7, 4, 9, 6, 9, 2, 2, 3, 3, 4, 0, 1, 1, 5
5, 4, 3, 8, 5, 2, 5, 8, 6, 5, 5, 3, 2, 1, 8, 6, 7, 3, 8, 7, 9, 3, 1, 3, 5, 3, 7, 0, 3, 4
6, 7, 9, 10, 8, 8, 6, 8, 8, 7, 5, 4, 8, 6, 6, 7, 11, 3, 11, 7, 11, 1, 7, 6, 2, 7, 7, 8, 0, 8
5, 6, 2, 7, 7, 4, 8, 5, 5, 4, 6, 5, 4, 6, 5, 6, 4, 5, 10, 9, 5, 7, 3, 5, 7, 6, 9, 8, 8, 0

# Name of the instance:
TI_Ins3_10_30_10
