4, 4, 5, 6, 2, 2, 6, 4, 6, 2, 0, 3, 6, 4, 5, 5, 4, 3, 3, 5, 4, 5, 5, 7, 5, 5, 6, 5, 4, 4, 6, 3, 6, 5, 6, 4, 5, 5, 4, 4
2, 1, 2, 5, 5, 5, 6, 6, 6, 3, 3, 0, 5, 1, 5, 4, 6, 4, 4, 3, 5, 6, 4, 7, 4, 6, 9, 4, 5, 6, 4, 6, 6, 4, 4, 3, 7, 6, 1, 5
6, 10, 10, 7, 11, 11, 9, 8, 10, 12, 11, 12, 0, 12, 10, 10, 9, 10, 9, 9, 9, 8, 10, 12, 6, 8, 16, 8, 11, 10, 9, 10, 8, 9, 10, 10, 9, 7, 11, 7
4, 4, 5, 4, 7, 6, 5, 5, 6, 2, 6, 3, 4, 0, 4, 3, 5, 3, 3, 5, 4, 5, 5, 7, 3, 5, 10, 6, 4, 5, 3, 6, 6, 3, 7, 2, 6, 5, 4, 4
5, 4, 6, 4, 8, 5, 6, 5, 5, 3, 6, 4, 4, 5, 0, 3, 4, 4, 4, 6, 5, 5, 1, 8, 3, 5, 9, 5, 3, 4, 6, 4, 3, 4, 7, 5, 2, 6, 5, 4
2, 3, 3, 8, 5, 6, 5, 4, 5, 4, 4, 3, 1, 4, 4, 0, 2, 1, 5, 4, 6, 5, 5, 9, 7, 7, 10, 4, 4, 6, 5, 3, 4, 5, 6, 6, 3, 6, 4, 7
4, 4, 4, 6, 5, 6, 5, 2, 4, 5, 5, 3, 4, 4, 2, 4, 0, 4, 3, 3, 4, 5, 3, 7, 5, 5, 8, 5, 2, 5, 5, 1, 2, 3, 7, 4, 1, 5, 3, 6
1, 4, 2, 7, 4, 7, 6, 4, 5, 5, 5, 6, 5, 3, 6, 4, 6, 0, 5, 3, 6, 5, 4, 9, 6, 7, 9, 3, 3, 7, 4, 7, 7, 4, 5, 5, 7, 6, 7, 6
2, 1, 3, 3, 5, 5, 3, 4, 5, 6, 6, 5, 3, 4, 5, 2, 4, 1, 0, 4, 5, 2, 5, 4, 2, 4, 9, 4, 3, 4, 5, 5, 3, 5, 4, 1, 4, 2, 6, 3
7, 1, 4, 5, 8, 8, 7, 6, 8, 6, 9, 7, 7, 8, 3, 6, 7, 7, 7, 0, 8, 6, 4, 7, 6, 7, 9, 8, 6, 7, 9, 7, 6, 7, 8, 8, 5, 7, 8, 4
4, 5, 5, 5, 5, 2, 5, 4, 4, 6, 5, 4, 2, 5, 4, 2, 4, 3, 5, 5, 0, 4, 5, 3, 4, 6, 10, 2, 4, 1, 3, 4, 6, 1, 6, 6, 5, 5, 4, 5
4, 3, 5, 6, 6, 3, 1, 5, 4, 6, 6, 5, 3, 4, 3, 5, 3, 4, 3, 2, 5, 0, 4, 7, 5, 6, 9, 3, 5, 2, 4, 4, 2, 4, 2, 4, 2, 1, 5, 6
4, 4, 5, 8, 7, 6, 7, 7, 8, 2, 5, 3, 6, 4, 5, 6, 8, 3, 7, 5, 4, 6, 0, 7, 7, 9, 11, 6, 6, 5, 7, 8, 8, 5, 7, 6, 7, 7, 4, 5
5, 4, 5, 2, 6, 4, 2, 3, 5, 7, 6, 6, 4, 7, 4, 3, 5, 4, 5, 3, 4, 3, 5, 0, 1, 3, 9, 4, 3, 3, 5, 4, 4, 5, 5, 6, 3, 4, 6, 2
6, 4, 4, 1, 5, 5, 3, 2, 6, 6, 5, 6, 5, 6, 4, 4, 5, 5, 5, 3, 3, 2, 4, 6, 0, 2, 10, 5, 6, 4, 6, 5, 4, 4, 4, 6, 3, 3, 7, 1
4, 5, 3, 4, 4, 5, 6, 5, 5, 5, 3, 5, 3, 6, 6, 2, 4, 3, 5, 4, 7, 5, 5, 7, 7, 0, 9, 3, 6, 7, 4, 5, 6, 4, 7, 6, 5, 6, 5, 3
3, 3, 5, 5, 5, 2, 5, 4, 4, 6, 5, 3, 3, 4, 5, 4, 6, 3, 2, 5, 6, 4, 5, 6, 4, 6, 0, 2, 4, 1, 3, 4, 5, 3, 6, 3, 6, 4, 4, 5
4, 5, 5, 5, 3, 5, 3, 6, 2, 5, 4, 5, 2, 6, 3, 2, 4, 3, 4, 4, 7, 2, 3, 7, 4, 6, 8, 0, 6, 4, 1, 5, 4, 1, 4, 5, 4, 3, 6, 4
6, 7, 7, 4, 6, 8, 6, 6, 2, 5, 7, 6, 5, 7, 3, 4, 6, 5, 6, 6, 7, 5, 3, 9, 4, 6, 6, 3, 0, 7, 3, 7, 5, 4, 5, 7, 5, 4, 7, 4
4, 4, 4, 6, 4, 1, 4, 3, 3, 6, 4, 3, 2, 4, 4, 3, 5, 4, 4, 4, 5, 3, 4, 8, 5, 7, 9, 1, 3, 0, 2, 3, 5, 2, 5, 5, 5, 4, 3, 4
5, 6, 6, 7, 8, 8, 8, 7, 8, 7, 7, 6, 3, 7, 5, 3, 5, 4, 8, 7, 9, 8, 6, 6, 6, 8, 13, 7, 7, 9, 0, 6, 7, 2, 9, 9, 6, 9, 7, 7
6, 3, 6, 5, 4, 5, 7, 1, 3, 4, 5, 5, 4, 6, 4, 5, 7, 5, 5, 2, 3, 6, 2, 6, 5, 7, 7, 4, 1, 4, 4, 0, 6, 4, 6, 6, 6, 5, 6, 5
3, 2, 4, 4, 5, 4, 4, 3, 2, 5, 6, 4, 4, 5, 3, 3, 1, 2, 1, 4, 5, 3, 3, 5, 3, 5, 9, 5, 3, 5, 3, 2, 0, 4, 5, 2, 2, 3, 4, 4
3, 4, 4, 6, 6, 6, 6, 5, 6, 5, 5, 4, 1, 5, 3, 1, 3, 2, 6, 5, 7, 6, 4, 10, 5, 7, 11, 5, 5, 7, 6, 4, 5, 0, 7, 7, 4, 7, 5, 6
6, 3, 6, 6, 8, 5, 7, 7, 7, 4, 8, 5, 5, 2, 6, 5, 7, 5, 5, 7, 3, 7, 7, 6, 5, 7, 8, 5, 6, 4, 5, 7, 8, 4, 0, 4, 8, 7, 6, 6
3, 2, 4, 2, 6, 6, 4, 3, 4, 5, 5, 4, 2, 5, 5, 1, 3, 2, 1, 4, 4, 3, 5, 5, 1, 3, 8, 5, 2, 5, 5, 4, 4, 5, 5, 0, 4, 3, 5, 2
4, 3, 5, 5, 6, 5, 4, 4, 3, 4, 5, 3, 3, 4, 1, 3, 2, 3, 2, 5, 6, 4, 2, 6, 4, 4, 7, 6, 4, 5, 4, 3, 1, 2, 6, 3, 0, 4, 4, 5
4, 3, 4, 5, 6, 5, 5, 4, 3, 6, 7, 5, 5, 6, 4, 4, 2, 3, 2, 4, 6, 4, 4, 6, 4, 6, 10, 6, 4, 6, 4, 3, 1, 5, 6, 3, 3, 0, 5, 5
1, 3, 1, 7, 4, 4, 6, 5, 5, 4, 2, 5, 4, 6, 5, 3, 5, 4, 5, 2, 6, 5, 3, 8, 7, 7, 8, 3, 6, 6, 4, 5, 7, 4, 5, 6, 6, 6, 0, 6
6, 3, 6, 7, 5, 6, 6, 2, 5, 6, 6, 5, 5, 6, 3, 5, 4, 5, 4, 2, 4, 6, 4, 7, 6, 6, 9, 6, 6, 5, 6, 5, 3, 4, 8, 5, 2, 6, 6, 0

# Name of the instance:
TI_Ins2_20_40_10
